codenumber,newID,coder,exptr,pose,age,gender,Movement_Onset,Movement,Piece,Orientation,training,demoStart,demoEnd,testStart,FirstTouch,testEnd,robotExptr,robotChild,manipCheck,Naming,Goal,LTG,CRP,CRT
8748,874836,LT, SW, C4,36,f,373626,,5,1, 1,316443,358053,364242,364242,413592, Y, R, np, 999, 1,375768, 999, 999
8748,874836,LT, SW, C4,36,f,374918,,1,5, 1,316443,358053,364242,364242,413592, Y, R, np, 999, 1,375768, 999, 999
8748,874836,LT, SW, C4,36,f,375768,,2,5, 1,316443,358053,364242,364242,413592, Y, R, np, 999, 1,375768, 999, 999
8748,874836,LT, SW, C4,36,f,378250,,3,1, 1,316443,358053,364242,364242,413592, Y, R, np, 999, 1,375768, 999, 999
8748,874836,LT, SW, C4,36,f,384812,,4,6, 1,316443,358053,364242,364242,413592, Y, R, np, 999, 1,375768, 999, 999
8748,874836,LT, SW, C4,36,f,406232,,3,6, 1,316443,358053,364242,364242,413592, Y, R, np, 999, 1,375768, 999, 999
8748,874836,LT, SW, C4,36,f,411434,,2,6, 1,316443,358053,364242,364242,413592, Y, R, np, 999, 1,375768, 999, 999
8748,874836,LT, SW, C4,36,f,411434,,1,6, 1,316443,358053,364242,364242,413592, Y, R, np, 999, 1,375768, 999, 999
8748,874836,LT, SW, C4,36,f,411434,,5,6, 1,316443,358053,364242,364242,413592, Y, R, np, 999, 1,375768, 999, 999
8748,874836,LT, SW, C3,36,f,254095,,1,1, 1,205964,244494,249968,249968,303391, Y, R, np, 999, 0,0, 999, 999
8748,874836,LT, SW, C3,36,f,263043,,2,1, 1,205964,244494,249968,249968,303391, Y, R, np, 999, 0,0, 999, 999
8748,874836,LT, SW, C3,36,f,269382,,3,3, 1,205964,244494,249968,249968,303391, Y, R, np, 999, 0,0, 999, 999
8748,874836,LT, SW, C3,36,f,269382,,4,4, 1,205964,244494,249968,249968,303391, Y, R, np, 999, 0,0, 999, 999
8748,874836,LT, SW, C3,36,f,273054,,3,6, 1,205964,244494,249968,249968,303391, Y, R, np, 999, 0,0, 999, 999
8748,874836,LT, SW, C3,36,f,283054,,4,6, 1,205964,244494,249968,249968,303391, Y, R, np, 999, 0,0, 999, 999
8748,874836,LT, SW, C3,36,f,291754,,4,2, 1,205964,244494,249968,249968,303391, Y, R, np, 999, 0,0, 999, 999
8748,874836,LT, SW, C2,36,f,165376,,5,2, 1,130864,160845,163540,163540,199346, Y, R, np, 999, 1,170544, 999, 999
8748,874836,LT, SW, C2,36,f,170544,,1,5, 1,130864,160845,163540,163540,199346, Y, R, np, 999, 1,170544, 999, 999
8748,874836,LT, SW, C2,36,f,173094,,1,6, 1,130864,160845,163540,163540,199346, Y, R, np, 999, 1,170544, 999, 999
8748,874836,LT, SW, C2,36,f,176630,,5,6, 1,130864,160845,163540,163540,199346, Y, R, np, 999, 1,170544, 999, 999
8748,874836,LT, SW, C2,36,f,178466,,4,2, 1,130864,160845,163540,163540,199346, Y, R, np, 999, 1,170544, 999, 999
8751,875136,LT, KC, CB,36,f,49504,,4,2, 1,0,0,3706,3706,72898, 999, W, 999, 999, 999,0, 999, 999
8751,875136,LT, KC, CB,36,f,50898,,4,6, 1,0,0,3706,3706,72898, 999, W, 999, 999, 999,0, 999, 999
8751,875136,LT, KC, CB,36,f,62050,,4,4, 1,0,0,3706,3706,72898, 999, W, 999, 999, 999,0, 999, 999
8751,875136,LT, KC, CB,36,f,63546,,4,6, 1,0,0,3706,3706,72898, 999, W, 999, 999, 999,0, 999, 999
8751,875136,LT, KC, CB,36,f,64362,,4,4, 1,0,0,3706,3706,72898, 999, W, 999, 999, 999,0, 999, 999
8751,875136,LT, KC, CB,36,f,66606,,3,3, 1,0,0,3706,3706,72898, 999, W, 999, 999, 999,0, 999, 999
8751,875136,LT, KC, CB,36,f,71468,,4,6, 1,0,0,3706,3706,72898, 999, W, 999, 999, 999,0, 999, 999
8751,875136,LT, KC, C5,36,f,529584,,5,1, 1,459711,515321,526932,526932,580443, G, O, nc, 999, 0,0, 999, 999
8751,875136,LT, KC, C5,36,f,533222,,1,5, 1,459711,515321,526932,526932,580443, G, O, nc, 999, 0,0, 999, 999
8751,875136,LT, KC, C5,36,f,534378,,2,5, 1,459711,515321,526932,526932,580443, G, O, nc, 999, 0,0, 999, 999
8751,875136,LT, KC, C5,36,f,542708,,3,1, 1,459711,515321,526932,526932,580443, G, O, nc, 999, 0,0, 999, 999
8751,875136,LT, KC, C5,36,f,542708,,4,1, 1,459711,515321,526932,526932,580443, G, O, nc, 999, 0,0, 999, 999
8751,875136,LT, KC, C5,36,f,547978,,4,6, 1,459711,515321,526932,526932,580443, G, O, nc, 999, 0,0, 999, 999
8751,875136,LT, KC, C5,36,f,548658,,3,6, 1,459711,515321,526932,526932,580443, G, O, nc, 999, 0,0, 999, 999
8751,875136,LT, KC, C4,36,f,380392,,4,1, 1,328125,371352,376380,376380,438041, G, O, np, 999, 1,385152, 999, 999
8751,875136,LT, KC, C4,36,f,383044,,5,1, 1,328125,371352,376380,376380,438041, G, O, np, 999, 1,385152, 999, 999
8751,875136,LT, KC, C4,36,f,384336,,1,5, 1,328125,371352,376380,376380,438041, G, O, np, 999, 1,385152, 999, 999
8751,875136,LT, KC, C4,36,f,385152,,2,5, 1,328125,371352,376380,376380,438041, G, O, np, 999, 1,385152, 999, 999
8751,875136,LT, KC, C3,36,f,282880,,5,2, 1,220910,274328,275944,275944,318505, G, O, np, 999, 1,304946, 999, 999
8751,875136,LT, KC, C3,36,f,285498,,1,5, 1,220910,274328,275944,275944,318505, G, O, np, 999, 1,304946, 999, 999
8751,875136,LT, KC, C3,36,f,289068,,5,6, 1,220910,274328,275944,275944,318505, G, O, np, 999, 1,304946, 999, 999
8751,875136,LT, KC, C3,36,f,294793,,1,1, 1,220910,274328,275944,275944,318505, G, O, np, 999, 1,304946, 999, 999
8751,875136,LT, KC, C3,36,f,296412,,2,1, 1,220910,274328,275944,275944,318505, G, O, np, 999, 1,304946, 999, 999
8751,875136,LT, KC, C3,36,f,304946,,3,2, 1,220910,274328,275944,275944,318505, G, O, np, 999, 1,304946, 999, 999
8751,875136,LT, KC, C2,36,f,186912,,5,2, 1,149001,180334,183940,183940,212339, G, O, np, 999, 1,187952, 999, 999
8751,875136,LT, KC, C2,36,f,187952,,1,5, 1,149001,180334,183940,183940,212339, G, O, np, 999, 1,187952, 999, 999
8751,875136,LT, KC, C2,36,f,200804,,3,3, 1,149001,180334,183940,183940,212339, G, O, np, 999, 1,187952, 999, 999
8751,875136,LT, KC, C2,36,f,200804,,4,4, 1,149001,180334,183940,183940,212339, G, O, np, 999, 1,187952, 999, 999
8754,875436,SM, OB, C5,36,M,447134,M,2,1, 1,395080,430168,435880,435880,464746, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C5,36,M,449718,M,1,1, 1,395080,430168,435880,435880,464746, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C4,36,M,365568,M,2,1, 1,324768,355368,359278,359278,388892, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C4,36,M,367438,M,1,1, 1,324768,355368,359278,359278,388892, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C4,36,M,374646,M,1,6, 1,324768,355368,359278,359278,388892, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C4,36,M,376516,M,2,6, 1,324768,355368,359278,359278,388892, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, CB,36,m,0,,,, 999,0,0,11594,11594,78438, 999, G, 999, np, 999,0, 999, 999
8754,875436,SM, OB, C3,36,M,278426,M,2,1, 1,239122,267614,271456,271456,316268, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C3,36,M,283220,M,1,1, 1,239122,267614,271456,271456,316268, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C3,36,M,292162,M,3,3, 1,239122,267614,271456,271456,316268, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C3,36,M,292162,M,4,4, 1,239122,267614,271456,271456,316268, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C2,36,M,198322,M,2,1, 1,161772,182920,190672,190672,233206, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C2,36,M,200940,M,2,6, 1,161772,182920,190672,190672,233206, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C2,36,M,203592,M,2,1, 1,161772,182920,190672,190672,233206, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C2,36,M,206516,M,1,1, 1,161772,182920,190672,190672,233206, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C2,36,M,210868,M,4,4, 1,161772,182920,190672,190672,233206, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C2,36,M,210868,M,3,3, 1,161772,182920,190672,190672,233206, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C2,36,M,216580,M,4,6, 1,161772,182920,190672,190672,233206, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C2,36,M,216580,M,3,6, 1,161772,182920,190672,190672,233206, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C2,36,M,220116,M,2,6, 1,161772,182920,190672,190672,233206, R, Y, c, np, 0,0, 999, 999
8754,875436,SM, OB, C2,36,M,220762,M,1,6, 1,161772,182920,190672,190672,233206, R, Y, c, np, 0,0, 999, 999
8757,875736,SM, OB, C5,36,m,437172,M,5,2, 1,386036,427550,431834,431834,471512, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C5,36,m,438056,M,1,5, 1,386036,427550,431834,431834,471512, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C5,36,m,440198,M,2,5, 1,386036,427550,431834,431834,471512, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C5,36,m,442544,M,3,3, 1,386036,427550,431834,431834,471512, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C5,36,m,444380,M,4,4, 1,386036,427550,431834,431834,471512, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C5,36,m,454682,M,2,6, 1,386036,427550,431834,431834,471512, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C5,36,m,457470,M,2,5, 1,386036,427550,431834,431834,471512, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C4,36,m,361284,M,1,1, 1,311474,341802,345270,345270,377842, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C4,36,m,364480,M,2,1, 1,311474,341802,345270,345270,377842, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C4,36,m,367982,M,5,2, 1,311474,341802,345270,345270,377842, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C4,36,m,370328,M,4,4, 1,311474,341802,345270,345270,377842, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, CB,36,m,0,,,, 1,0,0,13702,13702,71876, 999, G, 999, np, 999,0, 999, 999
8757,875736,SM, OB, C3,36,m,233988,M,1,1, 1,194514,217770,228140,228140,307462, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C3,36,m,237966,M,2,1, 1,194514,217770,228140,228140,307462, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C3,36,m,243202,M,5,2, 1,194514,217770,228140,228140,307462, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C3,36,m,249186,M,4,4, 1,194514,217770,228140,228140,307462, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C3,36,m,258400,M,3,3, 1,194514,217770,228140,228140,307462, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C3,36,m,272170,M,1,6, 1,194514,217770,228140,228140,307462, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C3,36,m,272952,M,2,6, 1,194514,217770,228140,228140,307462, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C3,36,m,275128,M,3,6, 1,194514,217770,228140,228140,307462, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C3,36,m,299982,M,5,6, 1,194514,217770,228140,228140,307462, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C3,36,m,302702,M,4,6, 1,194514,217770,228140,228140,307462, R, Y, nc, np, 0,0, 999, 999
8757,875736,SM, OB, C2,36,m,161602,M,5,2, 1,135694,155312,158712,158712,186388, R, Y, c, np, 1,163880, 999, 999
8757,875736,SM, OB, C2,36,m,163880,M,1,5, 1,135694,155312,158712,158712,186388, R, Y, c, np, 1,163880, 999, 999
8757,875736,SM, OB, C2,36,m,165852,M,2,5, 1,135694,155312,158712,158712,186388, R, Y, c, np, 1,163880, 999, 999
8757,875736,SM, OB, C2,36,m,169558,M,4,4, 1,135694,155312,158712,158712,186388, R, Y, c, np, 1,163880, 999, 999
8757,875736,SM, OB, C2,36,m,173876,M,3,3, 1,135694,155312,158712,158712,186388, R, Y, c, np, 1,163880, 999, 999
8759,875936,SM, KP, C5,36,m,536724,M,5,2, 1,486132,526558,532066,532066,574532, Y, G, c, np, 1,554846, 999, 999
8759,875936,SM, KP, C5,36,m,540634,M,2,5, 1,486132,526558,532066,532066,574532, Y, G, c, np, 1,554846, 999, 999
8759,875936,SM, KP, C5,36,m,542164,M,1,5, 1,486132,526558,532066,532066,574532, Y, G, c, np, 1,554846, 999, 999
8759,875936,SM, KP, C5,36,m,550596,M,3,1, 1,486132,526558,532066,532066,574532, Y, G, c, np, 1,554846, 999, 999
8759,875936,SM, KP, C5,36,m,554846,M,4,1, 1,486132,526558,532066,532066,574532, Y, G, c, np, 1,554846, 999, 999
8759,875936,SM, KP, C4,36,m,441116,M,5,1, 1,390252,430508,436900,436900,479842, Y, G, c, np, 1,455056, 999, 999
8759,875936,SM, KP, C4,36,m,443768,M,1,5, 1,390252,430508,436900,436900,479842, Y, G, c, np, 1,455056, 999, 999
8759,875936,SM, KP, C4,36,m,446046,M,2,5, 1,390252,430508,436900,436900,479842, Y, G, c, np, 1,455056, 999, 999
8759,875936,SM, KP, C4,36,m,452642,M,4,1, 1,390252,430508,436900,436900,479842, Y, G, c, np, 1,455056, 999, 999
8759,875936,SM, KP, C4,36,m,458830,M,3,2, 1,390252,430508,436900,436900,479842, Y, G, c, np, 1,455056, 999, 999
8759,875936,SM, KP, CB,36,m,76364,M,4,4, 999,0,0,18564,18564,89760, 999, W, 999, np, 999,0, 999, 999
8759,875936,SM, KP, C3,36,m,346596,M,3,2, 1,296106,333438,337756,337756,383554, Y, G, c, np, 0,0, 999, 999
8759,875936,SM, KP, C3,36,m,353192,M,2,1, 1,296106,333438,337756,337756,383554, Y, G, c, np, 0,0, 999, 999
8759,875936,SM, KP, C3,36,m,367064,M,3,6, 1,296106,333438,337756,337756,383554, Y, G, c, np, 0,0, 999, 999
8759,875936,SM, KP, C3,36,m,371280,M,2,6, 1,296106,333438,337756,337756,383554, Y, G, c, np, 0,0, 999, 999
8759,875936,SM, KP, C2,36,m,258876,M,5,2, 1,223142,251770,255068,255068,285396, Y, G, c, np, 1,260882, 999, 999
8759,875936,SM, KP, C2,36,m,260882,M,1,5, 1,223142,251770,255068,255068,285396, Y, G, c, np, 1,260882, 999, 999
8760,876036,SM, OB, C5,36,f,518636,M,1,1, 1,456144,501840,516256,516256,546448, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C5,36,f,519894,M,2,1, 1,456144,501840,516256,516256,546448, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C5,36,f,529448,M,3,1, 1,456144,501840,516256,516256,546448, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C5,36,f,536146,M,4,1, 1,456144,501840,516256,516256,546448, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C5,36,f,539546,M,3,6, 1,456144,501840,516256,516256,546448, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C5,36,f,539546,M,4,6, 1,456144,501840,516256,516256,546448, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C4,36,f,401608,M,1,5, 1,332656,393924,399976,399976,450976, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C4,36,f,416262,M,2,1, 1,332656,393924,399976,399976,450976, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C4,36,f,428978,M,4,2, 1,332656,393924,399976,399976,450976, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C4,36,f,441320,M,1,6, 1,332656,393924,399976,399976,450976, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C4,36,f,446488,M,4,6, 1,332656,393924,399976,399976,450976, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, CB,36,f,28764,M,4,4, 999,0,0,1462,1462,66164, 999, G, np, np, 999,0, 999, 999
8760,876036,SM, OB, CB,36,f,35156,M,3,3, 999,0,0,1462,1462,66164, 999, G, np, np, 999,0, 999, 999
8760,876036,SM, OB, CB,36,f,57800,M,4,6, 999,0,0,1462,1462,66164, 999, G, np, np, 999,0, 999, 999
8760,876036,SM, OB, CB,36,f,60078,M,3,6, 999,0,0,1462,1462,66164, 999, G, np, np, 999,0, 999, 999
8760,876036,SM, OB, C3,36,f,251192,M,1,1, 1,216920,243712,246296,246296,325992, R, Y, c, np, 1,312086, 999, 999
8760,876036,SM, OB, C3,36,f,256972,M,2,1, 1,216920,243712,246296,246296,325992, R, Y, c, np, 1,312086, 999, 999
8760,876036,SM, OB, C3,36,f,261086,M,5,2, 1,216920,243712,246296,246296,325992, R, Y, c, np, 1,312086, 999, 999
8760,876036,SM, OB, C3,36,f,263126,M,5,6, 1,216920,243712,246296,246296,325992, R, Y, c, np, 1,312086, 999, 999
8760,876036,SM, OB, C3,36,f,263874,M,5,2, 1,216920,243712,246296,246296,325992, R, Y, c, np, 1,312086, 999, 999
8760,876036,SM, OB, C3,36,f,290836,M,5,2, 1,216920,243712,246296,246296,325992, R, Y, c, np, 1,312086, 999, 999
8760,876036,SM, OB, C3,36,f,295086,M,4,4, 1,216920,243712,246296,246296,325992, R, Y, c, np, 1,312086, 999, 999
8760,876036,SM, OB, C3,36,f,306238,M,4,6, 1,216920,243712,246296,246296,325992, R, Y, c, np, 1,312086, 999, 999
8760,876036,SM, OB, C3,36,f,306476,M,3,3, 1,216920,243712,246296,246296,325992, R, Y, c, np, 1,312086, 999, 999
8760,876036,SM, OB, C3,36,f,312086,M,3,2, 1,216920,243712,246296,246296,325992, R, Y, c, np, 1,312086, 999, 999
8760,876036,SM, OB, C3,36,f,315010,M,4,2, 1,216920,243712,246296,246296,325992, R, Y, c, np, 1,312086, 999, 999
8760,876036,SM, OB, C2,36,f,179384,M,5,2, 1,147084,169422,172516,172516,212058, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C2,36,f,189618,M,1,1, 1,147084,169422,172516,172516,212058, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C2,36,f,192576,M,2,1, 1,147084,169422,172516,172516,212058, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C2,36,f,196350,M,5,6, 1,147084,169422,172516,172516,212058, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C2,36,f,197234,M,5,2, 1,147084,169422,172516,172516,212058, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C2,36,f,208284,M,5,6, 1,147084,169422,172516,172516,212058, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C2,36,f,209474,M,2,6, 1,147084,169422,172516,172516,212058, R, Y, c, np, 0,0, 999, 999
8760,876036,SM, OB, C2,36,f,210222,M,1,6, 1,147084,169422,172516,172516,212058, R, Y, c, np, 0,0, 999, 999
8763,876336,LT, OB &  JRH, CB,36,m,0,,,, 1,0,0,13770,13770,98802, 999, O, 999, 999, 999,0, 999, 999
8763,876336,LT, OB & JRH, C4,36,m,0,,,, 999,390670,0,0,0,0, R, G, np, 999, 0,0, 999, 999
8763,876336,LT, OB & JRH, C3,36,m,0,,,, 1,298798,319452,324292,324292,378397, R, G, np, 999, 0,0, 999, 999
8763,876336,LT, OB & JRH, C2,36,m,264384,,5,2, 1,234944,252246,256734,256734,289936, R, G, np, 999, 0,0, 999, 999
8763,876336,LT, OB & JRH, C2,36,m,267002,,2,5, 1,234944,252246,256734,256734,289936, R, G, np, 999, 0,0, 999, 999
8763,876336,LT, OB & JRH, C2,36,m,268090,,1,5, 1,234944,252246,256734,256734,289936, R, G, np, 999, 0,0, 999, 999
8764,876436,LT, KP & SM, CB,36,m,25568,,4,4, 1,0,0,17782,17782,102478,999, W, 999, 999, 999,0, 999, 999
8764,876436,LT, KP & SM, CB,36,m,35564,,4,6, 1,0,0,17782,17782,102478,999, W, 999, 999, 999,0, 999, 999
8764,876436,LT, KP & SM, CB,36,m,51170,,4,4, 1,0,0,17782,17782,102478,999, W, 999, 999, 999,0, 999, 999
8764,876436,LT, KP & SM, CB,36,m,51170,,3,3, 1,0,0,17782,17782,102478,999, W, 999, 999, 999,0, 999, 999
8764,876436,LT, KP & SM, CB,36,m,74494,,4,6, 1,0,0,17782,17782,102478,999, W, 999, 999, 999,0, 999, 999
8764,876436,LT, KP & SM, CB,36,m,78132,,3,6, 1,0,0,17782,17782,102478,999, W, 999, 999, 999,0, 999, 999
8764,876436,LT, KP & SM, CB,36,m,87720,,4,4, 1,0,0,17782,17782,102478,999, W, 999, 999, 999,0, 999, 999
8764,876436,LT, KP & SM, CB,36,m,87720,,3,3, 1,0,0,17782,17782,102478,999, W, 999, 999, 999,0, 999, 999
8764,876436,LT, KP & SM,C5,36,m,523464,,5,2, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,525402,,2,5, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,527272,,1,5, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,529380,,4,1, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,533528,,3,1, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,535432,,4,1, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,563513,,5,2, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,567154,,1,5, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,568616,,2,5, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,572594,,4,1, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,576130,,3,1, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,598230,,1,6, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,601290,,2,6, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,602888,,5,6, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,604690,,3,6, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM,C5,36,m,606220,,4,6, 1,479309,517223,521662,521662,611234, O, G, nc, 999, 1,535432, 999, 999
8764,876436,LT, KP & SM, C4,36,m,410924,M,5,1, 1,365081,404193,407796,407796,463715, O, G, nc, 999, 1,432276, 999, 999
8764,876436,LT, KP & SM, C4,36,m,423368,M,4,1, 1,365081,404193,407796,407796,463715, O, G, nc, 999, 1,432276, 999, 999
8764,876436,LT, KP & SM, C4,36,m,425884,M,5,1, 1,365081,404193,407796,407796,463715, O, G, nc, 999, 1,432276, 999, 999
8764,876436,LT, KP & SM, C4,36,m,429828,M,1,5, 1,365081,404193,407796,407796,463715, O, G, nc, 999, 1,432276, 999, 999
8764,876436,LT, KP & SM, C4,36,m,432276,M,2,5, 1,365081,404193,407796,407796,463715, O, G, nc, 999, 1,432276, 999, 999
8764,876436,LT, KP & SM, C4,36,m,450500,M,5,1, 1,365081,404193,407796,407796,463715, O, G, nc, 999, 1,432276, 999, 999
8764,876436,LT, KP & SM, C4,36,m,453594,M,4,1, 1,365081,404193,407796,407796,463715, O, G, nc, 999, 1,432276, 999, 999
8764,876436,LT, KP & SM, C4,36,m,456654,M,1,5, 1,365081,404193,407796,407796,463715, O, G, nc, 999, 1,432276, 999, 999
8764,876436,LT, KP & SM, C4,36,m,459204,M,2,5, 1,365081,404193,407796,407796,463715, O, G, nc, 999, 1,432276, 999, 999
8764,876436,LT, KP & SM, C3,36,m,301240,,1,1, 1,263915,292196,299846,299846,355974, O, G, c, 999, 0,0, 999, 999
8764,876436,LT, KP & SM, C3,36,m,303586,,2,1, 1,263915,292196,299846,299846,355974, O, G, c, 999, 0,0, 999, 999
8764,876436,LT, KP & SM, C3,36,m,316608,,1,6, 1,263915,292196,299846,299846,355974, O, G, c, 999, 0,0, 999, 999
8764,876436,LT, KP & SM, C3,36,m,318920,,2,6, 1,263915,292196,299846,299846,355974, O, G, c, 999, 0,0, 999, 999
8764,876436,LT, KP & SM, C3,36,m,326604,,3,3, 1,263915,292196,299846,299846,355974, O, G, c, 999, 0,0, 999, 999
8764,876436,LT, KP & SM, C3,36,m,326842,,4,4, 1,263915,292196,299846,299846,355974, O, G, c, 999, 0,0, 999, 999
8764,876436,LT, KP & SM, C3,36,m,334866,,1,1, 1,263915,292196,299846,299846,355974, O, G, c, 999, 0,0, 999, 999
8764,876436,LT, KP & SM, C3,36,m,337110,,5,2, 1,263915,292196,299846,299846,355974, O, G, c, 999, 0,0, 999, 999
8764,876436,LT, KP & SM, C3,36,m,345406,,1,6, 1,263915,292196,299846,299846,355974, O, G, c, 999, 0,0, 999, 999
8764,876436,LT, KP & SM, C3,36,m,348228,,1,5, 1,263915,292196,299846,299846,355974, O, G, c, 999, 0,0, 999, 999
8764,876436,LT, KP & SM, C3,36,m,351628,,2,5, 1,263915,292196,299846,299846,355974, O, G, c, 999, 0,0, 999, 999
8764,876436,LT, KP & SM, C2,36,m,233478,,5,2, 1,202411,227098,230418,230418,255704, O, G, c, 999, 1,236470, 999, 999
8764,876436,LT, KP & SM, C2,36,m,236470,,1,5, 1,202411,227098,230418,230418,255704, O, G, c, 999, 1,236470, 999, 999
8764,876436,LT, KP & SM, C2,36,m,249118,,5,2, 1,202411,227098,230418,230418,255704, O, G, c, 999, 1,236470, 999, 999
8764,876436,LT, KP & SM, C2,36,m,252212,,1,5, 1,202411,227098,230418,230418,255704, O, G, c, 999, 1,236470, 999, 999
8765,876536,SM, OB, C5,36,f,422620,M,5,2, 1,377876,415038,417792,417792,477496, Y, F, c, np, 0,0, 999, 999
8765,876536,SM, OB, C5,36,f,424762,M,1,5, 1,377876,415038,417792,417792,477496, Y, F, c, np, 0,0, 999, 999
8765,876536,SM, OB, C5,36,f,426564,M,2,5, 1,377876,415038,417792,417792,477496, Y, F, c, np, 0,0, 999, 999
8765,876536,SM, OB, C5,36,f,440980,M,3,3, 1,377876,415038,417792,417792,477496, Y, F, c, np, 0,0, 999, 999
8765,876536,SM, OB, C5,36,f,465358,M,2,6, 1,377876,415038,417792,417792,477496, Y, F, c, np, 0,0, 999, 999
