codenumber,newID,coder,exptr,pose,age,gender,Movement_Onset,Movement,Piece,Orientation,training,demoStart,demoEnd,testStart,FirstTouch,testEnd,robotExptr,robotChild,manipCheck,Naming,Goal,LTG,CRP,CRT
7110,711060,MO,, C4,60,m,223905,M,2,6,,189165,218553,218830,0,252289, white, red, c,, no,0,,
7110,711060,MO,, C4,60,m,227530,M,4,1,,189165,218553,218830,0,252289, white, red, c,, no,0,,
7110,711060,MO,, C4,60,m,228687,M,4,6,,189165,218553,218830,0,252289, white, red, c,, no,0,,
7110,711060,MO,, C4,60,m,230606,M,4,2,,189165,218553,218830,0,252289, white, red, c,, no,0,,
7110,711060,MO,, C4,60,m,247176,M,5,6,,189165,218553,218830,0,252289, white, red, c,, no,0,,
7110,711060,MO,, C3,60,m,162685,M,2,1,,132202,156844,157598,0,186876, white, red, c,, yes,168352,,
7110,711060,MO,, C3,60,m,165348,M,1,1,,132202,156844,157598,0,186876, white, red, c,, yes,168352,,
7110,711060,MO,, C3,60,m,168352,M,3,2,,132202,156844,157598,0,186876, white, red, c,, yes,168352,,
7110,711060,MO,, C3,60,m,180677,M,3,6,,132202,156844,157598,0,186876, white, red, c,, yes,168352,,
7110,711060,MO,, C3,60,m,181246,M,1,6,,132202,156844,157598,0,186876, white, red, c,, yes,168352,,
7110,711060,MO,, C3,60,m,183777,M,2,6,,132202,156844,157598,0,186876, white, red, c,, yes,168352,,
7146,714660,MO,, CB,60,f,28186,M,4,4,,0,0,13498,13498,65314, 999, O, np, 999, 999,0, 999, 999
7146,714660,MO,, CB,60,f,31688,M,3,3,,0,0,13498,13498,65314, 999, O, np, 999, 999,0, 999, 999
7146,714660,MO,, CB,60,f,39168,M,3,6,,0,0,13498,13498,65314, 999, O, np, 999, 999,0, 999, 999
7146,714660,MO,, CB,60,f,40188,M,4,6,,0,0,13498,13498,65314, 999, O, np, 999, 999,0, 999, 999
7146,714660,MO,, C5,60,F,364534,M,5,2,,308160,355219,361046,0,395079, white, red, c,, yes,380776,,
7146,714660,MO,, C5,60,F,364558,M,1,5,,308160,355219,361046,0,395079, white, red, c,, yes,380776,,
7146,714660,MO,, C5,60,F,365702,M,2,5,,308160,355219,361046,0,395079, white, red, c,, yes,380776,,
7146,714660,MO,, C5,60,F,371002,M,4,1,,308160,355219,361046,0,395079, white, red, c,, yes,380776,,
7146,714660,MO,, C5,60,F,373450,IM,3,1,,308160,355219,361046,0,395079, white, red, c,, yes,380776,,
7146,714660,MO,, C5,60,F,376051,M,3,1,,308160,355219,361046,0,395079, white, red, c,, yes,380776,,
7146,714660,MO,, C4,60,F,261616,M,5,1,,210035,252537,257373,0,297825, white, red, c,, no,0,,
7146,714660,MO,, C4,60,F,265790,M,4,1,,210035,252537,257373,0,297825, white, red, c,, no,0,,
7146,714660,MO,, C4,60,F,272547,M,3,1,,210035,252537,257373,0,297825, white, red, c,, no,0,,
7146,714660,MO,, C4,60,F,275324,IM ,2,1,,210035,252537,257373,0,297825, white, red, c,, no,0,,
7146,714660,MO,, C4,60,F,277368,M,5,6,,210035,252537,257373,0,297825, white, red, c,, no,0,,
7146,714660,MO,, C4,60,F,281438,M,2,1,,210035,252537,257373,0,297825, white, red, c,, no,0,,
7146,714660,MO,, C4,60,F,282264,M,1,1,,210035,252537,257373,0,297825, white, red, c,, no,0,,
7146,714660,MO,, C4,60,F,285900,M,5,1,,210035,252537,257373,0,297825, white, red, c,, no,0,,
7146,714660,MO,, C4,60,F,291085,M,2,1,,210035,252537,257373,0,297825, white, red, c,, no,0,,
7146,714660,MO,, C3,60,F,179767,M,4,4,,136746,171187,178068,0,206230, white, red, c,, no,0,,
7146,714660,MO,, C3,60,F,182849,M,4,6,,136746,171187,178068,0,206230, white, red, c,, no,0,,
7146,714660,MO,, C3,60,F,184641,M,1,1,,136746,171187,178068,0,206230, white, red, c,, no,0,,
7146,714660,MO,, C3,60,F,185973,M,2,1,,136746,171187,178068,0,206230, white, red, c,, no,0,,
7146,714660,MO,, C3,60,F,189452,M,1,6,,136746,171187,178068,0,206230, white, red, c,, no,0,,
7146,714660,MO,, C3,60,F,191062,M,2,6,,136746,171187,178068,0,206230, white, red, c,, no,0,,
7146,714660,MO,, C3,60,F,195598,IM,4,4,,136746,171187,178068,0,206230, white, red, c,, no,0,,
7148,714860,MO,, CB,60,m,78438,M,3,3,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,81022,M,4,4,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,94962,M,5,1,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,96458,M,1,2,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,100062,M,2,2,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,101558,M,3,6,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,102748,M,3,3,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,106726,M,5,6,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,118388,M,3,2,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,118830,M,4,6,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,123352,IM,4,2,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,126582,M,4,4,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,126582,M,3,3,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,128928,M,2,1,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,132294,M,1,1,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,133654,M,5,2,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,137088,M,4,6,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,140318,M,3,2,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,143786,M,4,2,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,146064,M,4,6,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,146064,M,3,6,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,146880,M,1,1,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,148274,M,3,2,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860,MO,, CB,60,m,150416,M,4,2,,0,0,64396,64396,155686, 999, red, np, 999,,, 999, 999
7148,714860m,MO,, C5,60m,M,426135,M,5,2,,375400,417580,423295,423295,459399, orange, blue, c,, y,436319,,
7148,714860m,MO,, C5,60m,M,428893,M,2,5,,375400,417580,423295,423295,459399, orange, blue, c,, y,436319,,
7148,714860m,MO,, C5,60m,M,429347,M,1,5,,375400,417580,423295,423295,459399, orange, blue, c,, y,436319,,
7148,714860m,MO,, C5,60m,M,432879,M,3,1,,375400,417580,423295,423295,459399, orange, blue, c,, y,436319,,
7148,714860m,MO,, C5,60m,M,436319,M,4,1,,375400,417580,423295,423295,459399, orange, blue, c,, y,436319,,
7148,714860m,MO,, C5,60m,M,445645,M,5,2,,375400,417580,423295,423295,459399, orange, blue, c,, y,436319,,
7148,714860m,MO,, C5,60m,M,446827,M,2,5,,375400,417580,423295,423295,459399, orange, blue, c,, y,436319,,
7148,714860m,MO,, C5,60m,M,447964,M,1,5,,375400,417580,423295,423295,459399, orange, blue, c,, y,436319,,
7148,714860m,MO,, C5,60m,M,454008,M,3,1,,375400,417580,423295,423295,459399, orange, blue, c,, y,436319,,
7148,714860m,MO,, C5,60m,M,456859,M,4,1,,375400,417580,423295,423295,459399, orange, blue, c,, y,436319,,
7148,714860m,MO,, C4,60m,M,336609,M,5,1,,289545,323720,334140,334140,365669, orange, blue, c,, y,343124,,
7148,714860m,MO,, C4,60m,M,341102,M,1,5,,289545,323720,334140,334140,365669, orange, blue, c,, y,343124,,
7148,714860m,MO,, C4,60m,M,341102,M,2,5,,289545,323720,334140,334140,365669, orange, blue, c,, y,343124,,
7148,714860m,MO,, C4,60m,M,341771,M,4,1,,289545,323720,334140,334140,365669, orange, blue, c,, y,343124,,
7148,714860m,MO,, C4,60m,M,356286,M,3,1,,289545,323720,334140,334140,365669, orange, blue, c,, y,343124,,
7148,714860m,MO,, C4,60m,M,358300,M,1,1,,289545,323720,334140,334140,365669, orange, blue, c,, y,343124,,
7148,714860m,MO,, C4,60m,M,359134,M,1,6,,289545,323720,334140,334140,365669, orange, blue, c,, y,343124,,
7148,714860m,MO,, C4,60m,M,361314,M,5,1,,289545,323720,334140,334140,365669, orange, blue, c,, y,343124,,
7148,714860m,MO,, C4,60m,M,362016,M,2,5,,289545,323720,334140,334140,365669, orange, blue, c,, y,343124,,
7148,714860m,MO,, C4,60m,M,365187,M,1,5,,289545,323720,334140,334140,365669, orange, blue, c,, y,343124,,
7148,714860m,MO,, C3,60m,M,265855,M,1,1,,228794,256866,261809,261809,286766, orange, blue, c,, yes,273640,,
7148,714860m,MO,, C3,60m,M,268644,M,2,1,,228794,256866,261809,261809,286766, orange, blue, c,, yes,273640,,
7148,714860m,MO,, C3,60m,M,269241,IM,3,2,,228794,256866,261809,261809,286766, orange, blue, c,, yes,273640,,
7148,714860m,MO,, C3,60m,M,273640,M,3,2,,228794,256866,261809,261809,286766, orange, blue, c,, yes,273640,,
7148,714860m,MO,, C3,60m,M,278049,M,1,1,,228794,256866,261809,261809,286766, orange, blue, c,, yes,273640,,
7148,714860m,MO,, C3,60m,M,280851,M,2,1,,228794,256866,261809,261809,286766, orange, blue, c,, yes,273640,,
7148,714860m,MO,, C3,60m,M,284879,M,3,2,,228794,256866,261809,261809,286766, orange, blue, c,, yes,273640,,
7151,715160,MO,, CB,60,f,18054,IM,1,2,,0,0,1904,1904,47056, 999, blue, np, 999, 999,0, 999, 999
7151,715160,MO,, CB,60,f,37876,IM,5,2,,0,0,1904,1904,47056, 999, blue, np, 999, 999,0, 999, 999
7151,715160,MO,, CB,60,f,39950,IM,4,4,,0,0,1904,1904,47056, 999, blue, np, 999, 999,0, 999, 999
7151,715160m,MO,, C5,60m,F,294600,M,5,2,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C5,60m,F,296667,M,1,5,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C5,60m,F,297997,M,2,5,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C5,60m,F,300754,M,4,1,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C5,60m,F,304720,M,3,1,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C5,60m,F,311021,IM,1,1,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C5,60m,F,311021,IM,2,1,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C5,60m,F,315021,IM,3,1,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C5,60m,F,315021,IM,4,1,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C5,60m,F,325509,M,4,1,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C5,60m,F,328698,M,3,1,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C5,60m,F,338026,M,2,1,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C5,60m,F,348129,M,1,1,,256432,288547,291428,291428,365575, white, red, c,, y,304720,,
7151,715160m,MO,, C4,60m,F,234478,M,3,1,,203333,228514,230726,230726,252974, white, red, c,, y,245957,,
7151,715160m,MO,, C4,60m,F,239543,M,5,1,,203333,228514,230726,230726,252974, white, red, c,, y,245957,,
7151,715160m,MO,, C4,60m,F,243571,M,1,5,,203333,228514,230726,230726,252974, white, red, c,, y,245957,,
7151,715160m,MO,, C4,60m,F,245957,M,2,5,,203333,228514,230726,230726,252974, white, red, c,, y,245957,,
7151,715160m,MO,, C3,60m,F,179278,M,1,1,,149347,172152,177699,177699,200571, white, red, c,, y,188324,,
7151,715160m,MO,, C3,60m,F,182840,M,2,1,,149347,172152,177699,177699,200571, white, red, c,, y,188324,,
7151,715160m,MO,, C3,60m,F,188324,M,3,2,,149347,172152,177699,177699,200571, white, red, c,, y,188324,,
7151,715160m,MO,, C3,60m,F,199148,M,3,6,,149347,172152,177699,177699,200571, white, red, c,, y,188324,,
7176,717660,MO,, CB,60,m,0,,,,,0,0,5984,5984,34816, 999, blue, np, 999, 999,0, 999, 999
7176,717660m,MO,, C5,60m,M,329860,M,5,2,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,333579,M,2,5,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,335964,M,1,5,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,339083,IM,3,1,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,339083,IM,4,1,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,345313,M,3,1,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,345313,M,4,1,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,349052,M,3,6,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,351903,M,4,6,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,353195,IM,1,1,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,353195,IM,2,1,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,353632,M,2,6,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,353632,M,1,6,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,356848,M,5,6,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,357417,IM,3,2,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,358925,IM,4,2,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,362810,IM,4,2,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,364651,M,4,2,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,368091,M,3,2,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,373360,M,5,2,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,374961,M,2,5,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,376346,M,1,5,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660m,MO,, C5,60m,M,383945,M,4,2,,270816,324353,327488,327488,385712, white, red, c,, y,348227,,
7176,717660,MO,, C4,60,M,239308,M,4,1,,195797,230180,233242,233242,256409, white, red, c,, y,252701,,
7176,717660,MO,, C4,60,M,243119,M,5,1,,195797,230180,233242,233242,256409, white, red, c,, y,252701,,
7176,717660,MO,, C4,60,M,243677,M,1,5,,195797,230180,233242,233242,256409, white, red, c,, y,252701,,
7176,717660,MO,, C4,60,M,246126,M,2,5,,195797,230180,233242,233242,256409, white, red, c,, y,252701,,
7176,717660,MO,, C4,60,M,250228,IM,4,1,,195797,230180,233242,233242,256409, white, red, c,, y,252701,,
7176,717660,MO,, C4,60,M,250636,M,4,1,,195797,230180,233242,233242,256409, white, red, c,, y,252701,,
7176,717660,MO,, C4,60,M,256679,M,3,1,,195797,230180,233242,233242,256409, white, red, c,, y,252701,,
7176,717660,MO,, C3,60,M,155989,M,2,1,,123578,148784,153665,153665,192491, white, red, c,, yes,163745,,
7176,717660,MO,, C3,60,M,158809,M,1,1,,123578,148784,153665,153665,192491, white, red, c,, yes,163745,,
7176,717660,MO,, C3,60,M,163673,M,3,2,,123578,148784,153665,153665,192491, white, red, c,, yes,163745,,
7176,717660,MO,, C3,60,M,165611,M,2,6,,123578,148784,153665,153665,192491, white, red, c,, yes,163745,,
7176,717660,MO,, C3,60,M,165670,M,1,6,,123578,148784,153665,153665,192491, white, red, c,, yes,163745,,
7176,717660,MO,, C3,60,M,175340,M,2,1,,123578,148784,153665,153665,192491, white, red, c,, yes,163745,,
7176,717660,MO,, C3,60,M,175723,M,1,1,,123578,148784,153665,153665,192491, white, red, c,, yes,163745,,
7176,717660,MO,, C3,60,M,180298,M,3,2,,123578,148784,153665,153665,192491, white, red, c,, yes,163745,,
7250,725060,MO,, CB,60,f,10030,M,3,3,,0,0,7072,7072,54502, 999, blue, np, 999, 999,0, 999, 999
7250,725060,MO,, CB,60,f,10914,M,3,6,,0,0,7072,7072,54502, 999, blue, np, 999, 999,0, 999, 999
7250,725060,MO,, CB,60,f,19210,M,3,3,,0,0,7072,7072,54502, 999, blue, np, 999, 999,0, 999, 999
7250,725060,MO,, CB,60,f,19210,M,4,4,,0,0,7072,7072,54502, 999, blue, np, 999, 999,0, 999, 999
7250,725060,MO,, CB,60,f,26758,IM,5,1,,0,0,7072,7072,54502, 999, blue, np, 999, 999,0, 999, 999
7250,725060,MO,, CB,60,f,27982,M,5,1,,0,0,7072,7072,54502, 999, blue, np, 999, 999,0, 999, 999
7250,725060,MO,, CB,60,f,33388,M,4,6,,0,0,7072,7072,54502, 999, blue, np, 999, 999,0, 999, 999
7250,725060,MO,, CB,60,f,34782,M,3,6,,0,0,7072,7072,54502, 999, blue, np, 999, 999,0, 999, 999
7250,725060,MO,, CB,60,f,36618,M,2,5,,0,0,7072,7072,54502, 999, blue, np, 999, 999,0, 999, 999
7250,725060,MO,, CB,60,f,37876,M,1,5,,0,0,7072,7072,54502, 999, blue, np, 999, 999,0, 999, 999
7250,725060,MO,, CB,60,f,51986,IM,3,1,,0,0,7072,7072,54502, 999, blue, np, 999, 999,0, 999, 999
7250,725060,MO,, CB,60,f,51986,IM,4,1,,0,0,7072,7072,54502, 999, blue, np, 999, 999,0, 999, 999
7250,725060,MO,, C5,60,f,408510,M,5,2,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,409258,M,1,5,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,410312,M,2,5,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,411706,M,4,4,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,412182,M,3,3,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,416704,IM,4,6,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,422416,M,3,6,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,422416,M,4,6,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,423708,M,4,4,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,423708,M,3,3,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,425816,M,5,6,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,427550,M,2,5,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,428060,M,2,6,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,429692,M,1,5,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,434588,IM,3,6,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,446046,M,4,2,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C5,60,f,450330,IM,2,2,,342244,396325,402424,402424,452982, white, red, c, 999, n,0, 999, robot dogs
7250,725060,MO,, C4,60,f,293386,M,5,1,,229731,279888,288082,288082,330990, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C4,60,f,293862,M,5,6,,229731,279888,288082,288082,330990, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C4,60,f,297568,M,4,2,,229731,279888,288082,288082,330990, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C4,60,f,299778,M,2,2,,229731,279888,288082,288082,330990, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C4,60,f,302260,M,5,2,,229731,279888,288082,288082,330990, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C4,60,f,303756,M,2,2,,229731,279888,288082,288082,330990, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C4,60,f,305830,M,5,1,,229731,279888,288082,288082,330990, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C4,60,f,308244,M,1,2,,229731,279888,288082,288082,330990, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C4,60,f,311678,M,4,2,,229731,279888,288082,288082,330990, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C4,60,f,325856,M,3,2,,229731,279888,288082,288082,330990, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C3,60,f,197540,M,1,1,,150237,191293,194242,194242,217974, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C3,60,f,198526,M,2,1,,150237,191293,194242,194242,217974, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C3,60,f,200940,M,3,1,,150237,191293,194242,194242,217974, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C3,60,f,211378,M,3,6,,150237,191293,194242,194242,217974, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C3,60,f,213894,M,1,6,,150237,191293,194242,194242,217974, white, red, c, 999, n,0, 999, 999
7250,725060,MO,, C3,60,f,215492,M,2,6,,150237,191293,194242,194242,217974, white, red, c, 999, n,0, 999, 999
7297,729760,MO,, CB,60,f,14960,IM,5,1,,0,0,7310,7310,48008, 999, blue, np, 999, 999,0, 999, 999
7297,729760,MO,, CB,60,f,15436,M,5,2,,0,0,7310,7310,48008, 999, blue, np, 999, 999,0, 999, 999
7297,729760,MO,, CB,60,f,16456,M,5,6,,0,0,7310,7310,48008, 999, blue, np, 999, 999,0, 999, 999
7297,729760,MO,, CB,60,f,25976,M,1,5,,0,0,7310,7310,48008, 999, blue, np, 999, 999,0, 999, 999
7297,729760,MO,, CB,60,f,33660,IM,2,5,,0,0,7310,7310,48008, 999, blue, np, 999, 999,0, 999, 999
7297,729760,MO,, CB,60,f,36958,IM,2,5,,0,0,7310,7310,48008, 999, blue, np, 999, 999,0, 999, 999
7297,729760,MO,, CB,60,f,39950,M,1,6,,0,0,7310,7310,48008, 999, blue, np, 999, 999,0, 999, 999
7297,729760,MO,, CB,60,f,42228,M,2,5,,0,0,7310,7310,48008, 999, blue, np, 999, 999,0, 999, 999
7297,729760,MO,, CB,60,f,45050,IM,1,5,,0,0,7310,7310,48008, 999, blue, np, 999, 999,0, 999, 999
7297,729760,MO,, CB,60,f,45594,M,3,3,,0,0,7310,7310,48008, 999, blue, np, 999, 999,0, 999, 999
7297,729760,MO,, CB,60,f,46886,M,4,4,,0,0,7310,7310,48008, 999, blue, np, 999, 999,0, 999, 999
7297,729760m,MO,, C5,60m,F,323994,M,5,1,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,328209,M,5,6,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,328827,M,5,2,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,330047,M,1,5,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,330874,M,2,5,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,332281,IM,4,1,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,336186,M,4,1,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,337375,IM,3,1,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,339008,M,3,1,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,340598,M,5,6,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,342579,M,1,6,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,343818,M,2,6,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,345751,M,4,6,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,347077,M,3,6,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,359857,M,5,2,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,361364,M,1,5,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,363417,IM,2,5,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,363875,M,2,5,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,365734,M,4,1,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,367530,IM,3,1,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,371776,M,3,1,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,373509,M,5,6,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,375645,M,1,6,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,376509,M,2,6,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,377902,M,4,6,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C5,60m,F,379263,M,3,6,,279027,318613,321708,321708,381246, white, red, c,, y,339008,,
7297,729760m,MO,, C4,60m,F,229326,IM,3,1,,188959,222966,226100,226100,271530, white, red, c,, n,0,,
7297,729760m,MO,, C4,60m,F,231153,M,3,1,,188959,222966,226100,226100,271530, white, red, c,, n,0,,
